ptf,PTFS,PTFG,PTFH1,PTFH2,PTFH3,PTFH4,PTFH5,HVSC
126,126,126,129.92,117,129.99,100.01,72,15.5
147.99,126,147.99,149.99,135,149.97,129.99,89.99,17.5
152,147.99,151.99,149.99,149.99,149.99,149.93,90,18
154.99,152,152,150,150,160,150,129.99,18.67
154.99,154.99,154.99,160,150,165.01,150,135,20
155,154.99,155,169.99,169.99,170.6,160.01,140.04,20.5
152,155,152,150,150,150,139.99,120.01,22
152,152,154.99,150,150,150,140,129.99,22
154.99,152,154.99,150,150,154,140,130,23
152,154.99,154.99,150,150,150,130,129.99,23.33
152,152,154.99,149.99,150,150,129.99,120,23
152,152,152,149.99,150,149.99,123.87,90,23
148,152,151.99,149.99,149.99,149.99,90,90,22
150,148,151.99,149.99,149.99,149.99,119.99,120,21.5
152,150,152,149.99,149.99,149.99,130.01,120.01,21
152,152,152,149.99,150,141.49,119.99,90,20
154.99,152,154.99,150,150,150,149.99,130,19
152,154.99,152,149.99,149.99,150,139.99,90,18.5
148,152,148,148.06,144.97,149.99,139.99,99.99,19
147.99,148,147.99,132,141.99,140,84.99,90,19.5
147.99,147.99,140,100.07,132,130,72,69.99,17
139.99,147.99,135.01,72,129.99,129.97,69.99,60,16
130,139.99,130,72,129.99,126,60,50.01,16
130,130,126,72,129.99,130,70,60.01,16.5
129.99,130,126,71.99,129.99,129.99,72,71.99,16.5
148,129.99,147.99,130,144.99,139.99,129.99,99.99,17.5
152,148,152,150.99,149.99,139.99,130,100,19
154.99,152,154.99,150.99,150,150,150,132.99,19.33
155,154.99,154.99,151,150,150,150,144.11,19
159.99,155,155,151,150,149.99,165.84,150,18.5
154.99,159.99,152,150.99,150,129.99,130,131.11,19
152,154.99,152,150.99,150,110,134.95,120,19.5
155,152,154.99,150.99,150,149.94,139.99,130,19.5
154.99,155,152,150.99,150,130,130,130,19.67
154.99,154.99,152,150.99,150,140,130,130,18.5
152,154.99,152,150.99,150,130,129.99,120,17
151.99,152,148,150.99,149.99,110,98,100,17
151.99,151.99,150,150.99,149.99,110,108,100,16
152,151.99,152,150.99,150,130,120,119.99,15.5
152,152,152,150.99,149.99,110,90.01,100,15.33
152,152,154.99,150.99,150,150,149.99,129.99,17
151.99,152,152,150.99,149.99,149.99,135.02,100,16
147.99,151.99,148,148,144.96,120,129.93,99.99,15.5
147.99,147.99,147.99,147.99,140,110,90,99.99,15.5
130,147.99,147.99,135.01,139.99,109.99,67.99,94.99,15
80,130,139.99,130,130.99,103,36,71.99,14.67
60.35,80,130,129.99,130.99,102.99,36,60.01,14
35.01,60.35,130,129.98,130,102.99,36,60.01,14
3.52,35.01,129.99,127.99,120.01,80.01,36,69.99,14.5
115,3.52,148,139.99,139.99,109.99,44,94.99,15
143.99,115,152,147.99,144.76,140,89.99,99.99,16
148,143.99,154.99,149.96,149.99,149.99,90,100,17
149.96,148,155,151.99,150,150,127.99,100,18
151.99,149.96,159.99,152,150,170.01,160,130,18.5
149.97,151.99,154.99,149.96,149.99,150,110.01,100,19
149.91,149.97,152,148,149.99,149.99,108,100,19
148,149.91,155,148,149.99,149.99,90,100,19.5
148,148,154.99,148,149.99,149.99,90,99.99,19.33
147.99,148,154.99,147.99,149.99,140,90,99.99,19
143.99,147.99,152,147.39,149.99,120,89.99,99.99,19.5
140,143.99,151.99,140,144.97,119.99,89.99,80,18
144,140,151.99,146.98,145,119.99,90,99.99,17
148,144,152,147.99,149.99,129.99,90,99.99,16.5
148,148,152,147.99,149.99,110,90,99.99,17
151.99,148,152,151.99,149.99,149.99,90,100,16.5
149.95,151.99,151.99,148,149.99,134.91,89.99,99.99,16.5
148,149.95,147.99,147.99,140.99,140,140,129.94,15
147.99,148,147.99,140,134.94,132,80,90,15
133.96,147.99,130,129.99,125,120.01,43.99,50,15
125.99,133.96,80,120.01,72,72,36,36,15
120,125.99,60.35,120,84,72,36,36,16
83.99,120,35.01,81.01,72,70,36,36,16
71.99,83.99,3.52,72,46.75,35.99,35.99,35.99,16
34,71.99,115,80.01,71.99,36,35.99,35.99,16
129.99,34,143.99,129.99,120.01,107.99,40,54.99,17
147.99,129.99,148,147.99,140,109.99,89.99,89.99,15.67
148,147.99,149.96,148,149.99,110,90,89.99,15
148,148,151.99,147.99,144.99,110,123,89.99,15
148,148,149.97,148,149.99,110,90.01,89.99,15
148,148,149.91,148,149.99,110,98,89.99,16
148,148,148,148,149.99,110,90,89.99,16
148,148,148,147.99,144.97,110,90,89.99,16.67
147.99,148,147.99,147.99,139.99,110,90,89.99,16.5
147.99,147.99,143.99,147.99,135.99,109.99,89.99,72,16.5
147.99,147.99,140,147.99,135.99,109.99,90,89.99,17
148,147.99,144,148,140,110,129.99,89.99,16
151.99,148,148,151.99,149.99,110,150,90,16
151.99,151.99,148,151.99,149.99,110,149.99,90,16.33
151.99,151.99,151.99,149.93,144.96,110,149.99,90,16
149.96,151.99,149.95,148,144.9,109.99,97.99,89.99,15.5
147.99,149.96,148,144,135.29,132,139.99,90,15.5
130,147.99,147.99,139.99,129.99,129.95,79.99,72,16
119.99,130,133.96,120,72,109.99,45.01,36,16
69,119.99,125.99,100.06,71.99,88.24,36,36,15.33
70,69,120,100.06,71.99,84.37,36,36,15
35.09,70,83.99,100.05,71.99,79.81,36,36,16
47.12,35.09,71.99,100.03,69.99,87.99,45,70,16
144.38,47.12,34,147.99,131.99,119.99,89.99,99.99,17
149.99,144.38,129.99,151.99,149.99,149.99,149.97,129.99,17
152,149.99,147.99,154.99,150,150,149.99,130,18
154.99,152,148,155,154.91,157.99,150,150,19
155,154.99,148,155,168.04,165.86,150,160,18.5
152,155,148,154.99,150,149.99,149.99,149.99,19
154.99,152,148,154.99,150,149.99,149.99,150,19
154.99,154.99,148,155,150,149.99,150,150,19
154.99,154.99,148,154.99,150,146,149.99,149.99,20
154.75,154.99,147.99,154.99,150,145.99,149.99,139.99,20.5
152,154.75,147.99,152,149.99,146,149.99,120.01,20
150,152,147.99,151.01,149.99,130.01,149.99,90,20
150,150,148,151.99,149.99,130,149.99,129.99,19.5
152,150,151.99,152,149.99,145.99,149.99,130,20
152,152,151.99,152,149.99,149.99,149.99,120,19
152,152,151.99,154.99,149.99,150,150,90,18.5
151.99,152,149.96,152,149.99,150,149.99,90,17.5
149.98,151.99,147.99,148,149.99,122,149.99,120.01,18.5
148,149.98,130,147.99,143.53,94,140,90,17.5
147.99,148,119.99,147.99,130,71.99,100.08,89.99,16
140,147.99,69,140.01,129.94,56.78,80,50.05,15.67
140,140,70,140,130,43.77,80,50.05,14.5
135,140,35.09,139.99,130,36,100.1,50.09,15.5
130,135,47.12,130,129.99,36,130,68,15
148,130,144.38,147.99,149.98,70.01,140.01,90,18
151.99,148,149.99,151.99,149.99,144.92,149.99,134.99,19
152,151.99,152,152,150,149.99,150,150,20.33
154.99,152,154.99,154.99,160,149.99,150,159.99,21.5
155,154.99,155,154.99,169.99,150,158.27,165.15,23
152,155,152,151.99,150,149.99,149.99,150,24.5
152,152,154.99,151.99,150,149.99,149.99,149.99,26
154.99,152,154.99,152,150,149.99,149.99,149.99,27
152,154.99,154.99,151.99,150,149.99,149.95,149.99,27
152,152,154.75,151.99,150,144.92,149.99,149.99,28
151.99,152,152,151.99,150,130,149.99,130,28
148,151.99,150,148,149.99,127.99,140,119.99,27.5
148,148,150,148,149.99,128.83,140,129.99,25.5
151.99,148,152,151.99,150,141.49,149.93,149.99,23.5
151.99,151.99,152,151.99,150,144.91,139.99,130,22.33
154.99,151.99,152,152,150,144.98,150,150,21.5
152,154.99,151.99,151.99,150,137.96,149.99,130,20
150,152,149.98,148,148,144.99,149.99,134.97,19
149.99,150,148,147.99,131.99,139.99,139.99,110,19
149.99,149.99,147.99,130,120.01,130,105,90,18.5
139.99,149.99,140,125.99,72,98,83.99,90,17
135,139.99,140,120.01,120,98,80.01,89.99,16
130,135,135,120,72,80.01,80.01,90,17
129.99,130,130,126,72,97.99,83.99,90,17
149.99,129.99,148,147.99,149.94,140,139.99,110.01,18.5
154,149.99,151.99,151.99,149.99,150,149.99,149.93,18
156.99,154,152,152,149.99,150,149.99,160,19
157,156.99,154.99,154.99,150,150,150,170,20
157,157,155,155,150,165.01,150,170.57,20.5
156.99,157,152,152,149.99,150,149.99,140,21
156.99,156.99,152,154.99,149.99,149.99,149.99,130.01,21
156.99,156.99,154.99,154.99,150,149.99,149.99,140,20.5
156.99,156.99,152,154.99,150,149.99,149.99,129.99,21.33
154,156.99,152,154.99,149.99,149.99,140.01,140.01,22
154,154,151.99,152,149.99,144.99,140.01,130,21.5
153.99,154,148,151.99,149.99,141.5,130,90,21
153.99,153.99,148,151.99,149.99,139.99,134.91,99.99,20.5
154,153.99,151.99,152,149.99,130,140,140,20
154,154,151.99,152,149.99,144.99,139.99,129.99,20.33
156.99,154,154.99,154.99,150,149.99,150,149.99,19
154,156.99,152,152,149.99,149.99,149.99,134.92,18.5
150,154,150,148,149.99,139.99,149.99,135,18.5
150,150,149.99,147.99,149.99,134.96,139.99,99,18.5
149.99,150,149.99,140,134.96,126.99,130,89.99,17.5
140,149.99,139.99,135.01,131.99,119.99,129.99,80,17
139.99,140,135,130,129.93,117,129.99,72,17
130.99,139.99,130,126,129.91,117,129.99,90,16.5
130,130.99,129.99,126,129.92,117,129.99,100.01,17.5
150,130,149.99,147.99,149.99,135,149.97,129.99,19
154,150,154,152,149.99,149.99,149.99,149.93,19.5
157,154,156.99,154.99,150,150,160,150,20
157,157,157,154.99,160,150,165.01,150,20.5
157,157,157,155,169.99,169.99,170.6,160.01,20.5
156.99,157,156.99,152,150,150,150,139.99,21
156.99,156.99,156.99,152,150,150,150,140,21.5
157,156.99,156.99,154.99,150,150,154,140,21.5
156.99,157,156.99,152,150,150,150,130,20.67
156.99,156.99,154,152,149.99,150,150,129.99,21
156.99,156.99,154,152,149.99,150,149.99,123.87,19
154,156.99,153.99,148,149.99,149.99,149.99,90,18
153.99,154,153.99,150,149.99,149.99,149.99,119.99,17.5
156.99,153.99,154,152,149.99,149.99,149.99,130.01,17
156.99,156.99,154,152,149.99,150,141.49,119.99,17
156.99,156.99,156.99,154.99,150,150,150,149.99,17
156.99,156.99,154,152,149.99,149.99,150,139.99,17
154,156.99,150,148,148.06,144.97,149.99,139.99,17
150,154,150,147.99,132,141.99,140,84.99,17
149.99,150,149.99,147.99,100.07,132,130,72,17
141.99,149.99,140,139.99,72,129.99,129.97,69.99,16.67
139.99,141.99,139.99,130,72,129.99,126,60,16
130,139.99,130.99,130,72,129.99,130,70,16.5
130,130,130,129.99,71.99,129.99,129.99,72,16
150,130,150,148,130,144.99,139.99,129.99,17.5
156.99,150,154,152,150.99,149.99,139.99,130,16.5
157,156.99,157,154.99,150.99,150,150,150,17.67
157,157,157,155,151,150,150,150,19
159.99,157,157,159.99,151,150,149.99,165.84,19
157,159.99,156.99,154.99,150.99,150,129.99,130,19
157,157,156.99,152,150.99,150,110,134.95,19
157,157,157,155,150.99,150,149.94,139.99,20
157,157,156.99,154.99,150.99,150,130,130,20
157,157,156.99,154.99,150.99,150,140,130,19
156.99,157,156.99,152,150.99,150,130,129.99,18.5
154,156.99,154,151.99,150.99,149.99,110,98,17
154,154,153.99,151.99,150.99,149.99,110,108,17
156.99,154,156.99,152,150.99,150,130,120,16
156.99,156.99,156.99,152,150.99,149.99,110,90.01,16
157,156.99,156.99,152,150.99,150,150,149.99,15.5
156.99,157,156.99,151.99,150.99,149.99,149.99,135.02,15
153.99,156.99,154,147.99,148,144.96,120,129.93,15
150,153.99,150,147.99,147.99,140,110,90,15
149.99,150,149.99,130,135.01,139.99,109.99,67.99,15
140,149.99,141.99,80,130,130.99,103,36,15
130,140,139.99,60.35,129.99,130.99,102.99,36,15
120.9,130,130,35.01,129.98,130,102.99,36,15
120.08,120.9,130,3.52,127.99,120.01,80.01,36,16
140,120.08,150,115,139.99,139.99,109.99,44,16
153.99,140,156.99,143.99,147.99,144.76,140,89.99,16.5
156.99,153.99,157,148,149.96,149.99,149.99,90,17.33
156.99,156.99,157,149.96,151.99,150,150,127.99,18
157,156.99,159.99,151.99,152,150,170.01,160,19
156.99,157,157,149.97,149.96,149.99,150,110.01,19
156.99,156.99,157,149.91,148,149.99,149.99,108,20
156.99,156.99,157,148,148,149.99,149.99,90,19
156.99,156.99,157,148,148,149.99,149.99,90,19
154,156.99,157,147.99,147.99,149.99,140,90,19.5
150,154,156.99,143.99,147.39,149.99,120,89.99,20
149.99,150,154,140,140,144.97,119.99,89.99,19
150,149.99,154,144,146.98,145,119.99,90,18.5
153.99,150,156.99,148,147.99,149.99,129.99,90,17.5
150,153.99,156.99,148,147.99,149.99,110,90,17
156.99,150,157,151.99,151.99,149.99,149.99,90,16
154,156.99,156.99,149.95,148,149.99,134.91,89.99,16
150,154,153.99,148,147.99,140.99,140,140,16
149.99,150,150,147.99,140,134.94,132,80,16
130,149.99,149.99,133.96,129.99,125,120.01,43.99,15
120,130,140,125.99,120.01,72,72,36,15
119.99,120,130,120,120,84,72,36,15
84,119.99,120.9,83.99,81.01,72,70,36,14.5
34,84,120.08,71.99,72,46.75,35.99,35.99,15.5
83.99,34,140,34,80.01,71.99,36,35.99,16.5
130,83.99,153.99,129.99,129.99,120.01,107.99,40,17.5
149.99,130,156.99,147.99,147.99,140,109.99,89.99,18.67
153.99,149.99,156.99,148,148,149.99,110,90,20
153.99,153.99,157,148,147.99,144.99,110,123,20.5
153.99,153.99,156.99,148,148,149.99,110,90.01,21.5
150.01,153.99,156.99,148,148,149.99,110,98,22
150,150.01,156.99,148,148,149.99,110,90,21.5
150,150,156.99,148,147.99,144.97,110,90,22
150,150,154,147.99,147.99,139.99,110,90,23
149.99,150,150,147.99,147.99,135.99,109.99,89.99,21.5
149.99,149.99,149.99,147.99,147.99,135.99,109.99,90,19.5
150,149.99,150,148,148,140,110,129.99,19
154,150,153.99,151.99,151.99,149.99,110,150,19
154,154,150,151.99,151.99,149.99,110,149.99,18.67
153.99,154,156.99,151.99,149.93,144.96,110,149.99,17
150,153.99,154,149.96,148,144.9,109.99,97.99,17
149.99,150,150,147.99,144,135.29,132,139.99,17.5
137.99,149.99,149.99,130,139.99,129.99,129.95,79.99,17
99.99,137.99,130,119.99,120,72,109.99,45.01,17
35.06,99.99,120,69,100.06,71.99,88.24,36,16.33
35.04,35.06,119.99,70,100.06,71.99,84.37,36,17
30,35.04,84,35.09,100.05,71.99,79.81,36,16
35.07,30,34,47.12,100.03,69.99,87.99,45,16.5
139.99,35.07,83.99,144.38,147.99,131.99,119.99,89.99,18
153.99,139.99,130,149.99,151.99,149.99,149.99,149.97,18
156.99,153.99,149.99,152,154.99,150,150,149.99,18.67
157,156.99,153.99,154.99,155,154.91,157.99,150,18
157,157,153.99,155,155,168.04,165.86,150,16
155,157,153.99,152,154.99,150,149.99,149.99,16.5
156.99,155,150.01,154.99,154.99,150,149.99,149.99,18.5
156.99,156.99,150,154.99,155,150,149.99,150,19
156.99,156.99,150,154.99,154.99,150,146,149.99,19.33
156.99,156.99,150,154.75,154.99,150,145.99,149.99,18
154,156.99,149.99,152,152,149.99,146,149.99,19
153.99,154,149.99,150,151.01,149.99,130.01,149.99,18.5
150,153.99,150,150,151.99,149.99,130,149.99,17.5
154,150,154,152,152,149.99,145.99,149.99,17
154,154,154,152,152,149.99,149.99,149.99,16
157,154,153.99,152,154.99,149.99,150,150,16
156.99,157,150,151.99,152,149.99,150,149.99,16
150,156.99,149.99,149.98,148,149.99,122,149.99,16
149.99,150,137.99,148,147.99,143.53,94,140,16
137.99,149.99,99.99,147.99,147.99,130,71.99,100.08,17
129.93,137.99,35.06,140,140.01,129.94,56.78,80,17
120.81,129.93,35.04,140,140,130,43.77,80,17
115,120.81,30,135,139.99,130,36,100.1,17
84,115,35.07,130,130,129.99,36,130,17
149.98,84,139.99,148,147.99,149.98,70.01,140.01,17.5
153.99,149.98,153.99,151.99,151.99,149.99,144.92,149.99,18
155,153.99,156.99,152,152,150,149.99,150,18.67
156.99,155,157,154.99,154.99,160,149.99,150,19
157,156.99,157,155,154.99,169.99,150,158.27,20
156.99,157,155,152,151.99,150,149.99,149.99,20
156.99,156.99,156.99,152,151.99,150,149.99,149.99,20.5
157,156.99,156.99,154.99,152,150,149.99,149.99,20.5
157,157,156.99,152,151.99,150,149.99,149.95,20.67
155,157,156.99,152,151.99,150,144.92,149.99,21
154,155,154,151.99,151.99,150,130,149.99,20.5
150,154,153.99,148,148,149.99,127.99,140,19.5
150,150,150,148,148,149.99,128.83,140,19
153.99,150,154,151.99,151.99,150,141.49,149.93,18.5
154,153.99,154,151.99,151.99,150,144.91,139.99,18
156.99,154,157,154.99,152,150,144.98,150,17
156.99,156.99,156.99,152,151.99,150,137.96,149.99,17.5
149.99,156.99,150,150,148,148,144.99,149.99,17.5
134.96,149.99,149.99,149.99,147.99,131.99,139.99,139.99,17
129.91,134.96,137.99,149.99,130,120.01,130,105,17
120,129.91,129.93,139.99,125.99,72,98,83.99,17
119.99,120,120.81,135,120.01,120,98,80.01,17
83.99,119.99,115,130,120,72,80.01,80.01,17
72,83.99,84,129.99,126,72,97.99,83.99,17
140,72,149.98,149.99,147.99,149.94,140,139.99,18
153.99,140,153.99,154,151.99,149.99,150,149.99,19
156.99,153.99,155,156.99,152,149.99,150,149.99,19
156.99,156.99,156.99,157,154.99,150,150,150,19
157,156.99,157,157,155,150,165.01,150,19.5
156.99,157,156.99,156.99,152,149.99,150,149.99,19
156.99,156.99,156.99,156.99,154.99,149.99,149.99,149.99,20
156.99,156.99,157,156.99,154.99,150,149.99,149.99,20
156.99,156.99,157,156.99,154.99,150,149.99,149.99,20.67
154,156.99,155,154,154.99,149.99,149.99,140.01,21
153.99,154,154,154,152,149.99,144.99,140.01,21
149.99,153.99,150,153.99,151.99,149.99,141.5,130,20
147.99,149.99,150,153.99,151.99,149.99,139.99,134.91,20
150,147.99,153.99,154,152,149.99,130,140,19
150,150,154,154,152,149.99,144.99,139.99,19
156.99,150,156.99,156.99,154.99,150,149.99,150,18.5
154,156.99,156.99,154,152,149.99,149.99,149.99,18.5
150,154,149.99,150,148,149.99,139.99,149.99,18.5
149.99,150,134.96,150,147.99,149.99,134.96,139.99,19
131.99,149.99,129.91,149.99,140,134.96,126.99,130,18
129.95,131.99,120,140,135.01,131.99,119.99,129.99,17.33
119.99,129.95,119.99,139.99,130,129.93,117,129.99,17
69.99,119.99,83.99,130.99,126,129.91,117,129.99,17
69.99,69.99,72,130,126,129.92,117,129.99,18
140,69.99,140,150,147.99,149.99,135,149.97,19.5
153.99,140,153.99,154,152,149.99,149.99,149.99,19
157,153.99,156.99,157,154.99,150,150,160,19.33
157,157,156.99,157,154.99,160,150,165.01,20
159.99,157,157,157,155,169.99,169.99,170.6,20.5
156.99,159.99,156.99,156.99,152,150,150,150,21.5
156.99,156.99,156.99,156.99,152,150,150,150,21.5
157,156.99,156.99,157,154.99,150,150,154,20.5
156.99,157,156.99,156.99,152,150,150,150,21
155,156.99,154,156.99,152,149.99,150,150,22
154,155,153.99,156.99,152,149.99,150,149.99,20.5
149.99,154,149.99,154,148,149.99,149.99,149.99,21
145,149.99,147.99,153.99,150,149.99,149.99,149.99,20
149.99,145,150,156.99,152,149.99,149.99,149.99,20
150.01,149.99,150,156.99,152,149.99,150,141.49,20
156.99,150.01,156.99,156.99,154.99,150,150,150,19.5
154,156.99,154,156.99,152,149.99,149.99,150,18.5
149.99,154,150,154,148,148.06,144.97,149.99,18.5
130,149.99,149.99,150,147.99,132,141.99,140,19
119.99,130,131.99,149.99,147.99,100.07,132,130,16.5
100.05,119.99,129.95,141.99,139.99,72,129.99,129.97,16
100.03,100.05,119.99,139.99,130,72,129.99,126,16
98,100.03,69.99,130,130,72,129.99,130,16
72,98,69.99,130,129.99,71.99,129.99,129.99,17
130,72,140,150,148,130,144.99,139.99,19
154,130,153.99,156.99,152,150.99,149.99,139.99,19.5
156.99,154,157,157,154.99,150.99,150,150,20
157,156.99,157,157,155,151,150,150,20.5
159.99,157,159.99,159.99,159.99,151,150,149.99,21
156.99,159.99,156.99,157,154.99,150.99,150,129.99,21
156.99,156.99,156.99,157,152,150.99,150,110,21.5
157,156.99,157,157,155,150.99,150,149.94,22
157,157,156.99,157,154.99,150.99,150,130,22.33
156.99,157,155,157,154.99,150.99,150,140,23
154,156.99,154,156.99,152,150.99,150,130,22.5
149.99,154,149.99,154,151.99,150.99,149.99,110,21.5
149.99,149.99,145,154,151.99,150.99,149.99,110,21
153.99,149.99,149.99,156.99,152,150.99,150,130,20.5
150,153.99,150.01,156.99,152,150.99,149.99,110,20
154,150,156.99,157,152,150.99,150,150,20
153.99,154,154,156.99,151.99,150.99,149.99,149.99,19
148.79,153.99,149.99,153.99,147.99,148,144.96,120,19
130.01,148.79,130,150,147.99,147.99,140,110,19.5
79.99,130.01,119.99,149.99,130,135.01,139.99,109.99,20
97.99,79.99,100.05,140,80,130,130.99,103,19.33
97.99,97.99,100.03,130,60.35,129.99,130.99,102.99,19.5
71.99,97.99,98,120.9,35.01,129.98,130,102.99,19
46.96,71.99,72,120.08,3.52,127.99,120.01,80.01,19
97.99,46.96,130,140,115,139.99,139.99,109.99,20.5
149.99,97.99,154,153.99,143.99,147.99,144.76,140,21
154,149.99,156.99,156.99,148,149.96,149.99,149.99,21.33
156.99,154,157,156.99,149.96,151.99,150,150,22
157,156.99,159.99,157,151.99,152,150,170.01,22
156.99,157,156.99,156.99,149.97,149.96,149.99,150,22.5
156.99,156.99,156.99,156.99,149.91,148,149.99,149.99,24
154,156.99,157,156.99,148,148,149.99,149.99,24
150,154,157,156.99,148,148,149.99,149.99,24
149.99,150,156.99,154,147.99,147.99,149.99,140,25
144.1,149.99,154,150,143.99,147.39,149.99,120,25
140.01,144.1,149.99,149.99,140,140,144.97,119.99,24
130.65,140.01,149.99,150,144,146.98,145,119.99,24
149.99,130.65,153.99,153.99,148,147.99,149.99,129.99,24
149.99,149.99,150,150,148,147.99,149.99,110,23
150,149.99,154,156.99,151.99,151.99,149.99,149.99,21.5
150,150,153.99,154,149.95,148,149.99,134.91,22
149.99,150,148.79,150,148,147.99,140.99,140,22.5
129.99,149.99,130.01,149.99,147.99,140,134.94,132,22
100.01,129.99,79.99,130,133.96,129.99,125,120.01,20.5
72,100.01,97.99,120,125.99,120.01,72,72,19.67
71.99,72,97.99,119.99,120,120,84,72,18.5
69.99,71.99,71.99,84,83.99,81.01,72,70,18
35.05,69.99,46.96,34,71.99,72,46.75,35.99,19.5
36,35.05,97.99,83.99,34,80.01,71.99,36,22
72,36,149.99,130,129.99,129.99,120.01,107.99,23.5
129.99,72,154,149.99,147.99,147.99,140,109.99,23
150,129.99,156.99,153.99,148,148,149.99,110,24.5
150,150,157,153.99,148,147.99,144.99,110,25
150,150,156.99,153.99,148,148,149.99,110,24.5
150,150,156.99,150.01,148,148,149.99,110,25.5
150,150,154,150,148,148,149.99,110,27.5
150,150,150,150,148,147.99,144.97,110,28.67
140,150,149.99,150,147.99,147.99,139.99,110,29.5
130,140,144.1,149.99,147.99,147.99,135.99,109.99,30
129.99,130,140.01,149.99,147.99,147.99,135.99,109.99,28.5
130,129.99,130.65,150,148,148,140,110,27
150,130,149.99,154,151.99,151.99,149.99,110,26.5
150,150,149.99,154,151.99,151.99,149.99,110,26.67
149.99,150,150,153.99,151.99,149.93,144.96,110,25
140,149.99,150,150,149.96,148,144.9,109.99,24
128.99,140,149.99,149.99,147.99,144,135.29,132,24
72,128.99,129.99,137.99,130,139.99,129.99,129.95,24
71.99,72,100.01,99.99,119.99,120,72,109.99,20.5
40.97,71.99,72,35.06,69,100.06,71.99,88.24,19.67
37.3,40.97,71.99,35.04,70,100.06,71.99,84.37,18.5
36,37.3,69.99,30,35.09,100.05,71.99,79.81,18
36,36,35.05,35.07,47.12,100.03,69.99,87.99,19
72,36,36,139.99,144.38,147.99,131.99,119.99,21.5
150,72,72,153.99,149.99,151.99,149.99,149.99,23
156.99,150,129.99,156.99,152,154.99,150,150,23
156.99,156.99,150,157,154.99,155,154.91,157.99,23.5
159.99,156.99,150,157,155,155,168.04,165.86,23
156.99,159.99,150,155,152,154.99,150,149.99,24
156.99,156.99,150,156.99,154.99,154.99,150,149.99,24
157,156.99,150,156.99,154.99,155,150,149.99,25
156.99,157,150,156.99,154.99,154.99,150,146,25.33
154,156.99,140,156.99,154.75,154.99,150,145.99,26.5
150.01,154,130,154,152,152,149.99,146,26.5
149.99,150.01,129.99,153.99,150,151.01,149.99,130.01,27
149.99,149.99,130,150,150,151.99,149.99,130,28
153.99,149.99,150,154,152,152,149.99,145.99,28
153.99,153.99,150,154,152,152,149.99,149.99,28.33
156.99,153.99,149.99,157,152,154.99,149.99,150,25
153.99,156.99,140,156.99,151.99,152,149.99,150,24.5
149.99,153.99,128.99,150,149.98,148,149.99,122,22.5
139.99,149.99,72,149.99,148,147.99,143.53,94,24
129,139.99,71.99,137.99,147.99,147.99,130,71.99,21.5
106.2,129,40.97,129.93,140,140.01,129.94,56.78,20.33
100.06,106.2,37.3,120.81,140,140,130,43.77,20
80,100.06,36,115,135,139.99,130,36,21
72,80,36,84,130,130,129.99,36,21.5
129,72,72,149.98,148,147.99,149.98,70.01,22.5
150,129,150,153.99,151.99,151.99,149.99,144.92,23
156.99,150,156.99,155,152,152,150,149.99,23.67
159.99,156.99,156.99,156.99,154.99,154.99,160,149.99,24.5
159.99,159.99,159.99,157,155,154.99,169.99,150,25
156.99,159.99,156.99,156.99,152,151.99,150,149.99,26
156.99,156.99,156.99,156.99,152,151.99,150,149.99,26.5
157,156.99,157,157,154.99,152,150,149.99,28.5
156.99,157,156.99,157,152,151.99,150,149.99,29
154,156.99,154,155,152,151.99,150,144.92,29
153.99,154,150.01,154,151.99,151.99,150,130,29.5
150,153.99,149.99,150,148,148,149.99,127.99,28.5
149.99,150,149.99,150,148,148,149.99,128.83,28
153.99,149.99,153.99,153.99,151.99,151.99,150,141.49,26
153.99,153.99,153.99,154,151.99,151.99,150,144.91,26
156.99,153.99,156.99,156.99,154.99,152,150,144.98,26
153.99,156.99,153.99,156.99,152,151.99,150,137.96,25
148.06,153.99,149.99,149.99,150,148,148,144.99,24
130,148.06,139.99,134.96,149.99,147.99,131.99,139.99,23.5
120,130,129,129.91,149.99,130,120.01,130,23
99.99,120,106.2,120,139.99,125.99,72,98,22.67
97.99,99.99,100.06,119.99,135,120.01,120,98,21.5
72,97.99,80,83.99,130,120,72,80.01,21
72,72,72,72,129.99,126,72,97.99,21
128.99,72,129,140,149.99,147.99,149.94,140,22
150.01,128.99,150,153.99,154,151.99,149.99,150,22.5
154,150.01,156.99,156.99,156.99,152,149.99,150,24.33
156.22,154,159.99,156.99,157,154.99,150,150,25.5
159.99,156.22,159.99,157,157,155,150,165.01,24
154,159.99,156.99,156.99,156.99,152,149.99,150,23.5
156.99,154,156.99,156.99,156.99,154.99,149.99,149.99,24.5
157,156.99,157,156.99,156.99,154.99,150,149.99,24
154.99,157,156.99,156.99,156.99,154.99,150,149.99,24.33
154,154.99,154,154,154,154.99,149.99,149.99,22
153.99,154,153.99,153.99,154,152,149.99,144.99,22.5
148.07,153.99,150,149.99,153.99,151.99,149.99,141.5,23
140,148.07,149.99,147.99,153.99,151.99,149.99,139.99,21.5
149.99,140,153.99,150,154,152,149.99,130,21.5
149.99,149.99,153.99,150,154,152,149.99,144.99,22.67
153.99,149.99,156.99,156.99,156.99,154.99,150,149.99,22
149.99,153.99,153.99,154,154,152,149.99,149.99,18.5
140,149.99,148.06,150,150,148,149.99,139.99,19.5
129.99,140,130,149.99,150,147.99,149.99,134.96,19.5
120.01,129.99,120,131.99,149.99,140,134.96,126.99,18
99.98,120.01,99.99,129.95,140,135.01,131.99,119.99,18.33
